dir,entry,sl,tp,size,bars,open_idx,open_time,buy_p,sell_p,result,pnl,close_idx,close_time,equity
sell,4526.19,4530.533571428571,4520.398571428571,2.5673200493266157,10,66310,2026-05-22 07:35:00,0.315,0.676,sl,-11.15,66321,2026-05-22 08:30:00,1103.98
sell,4526.73,4533.0075,4518.36,1.758633952068678,1,66356,2026-05-22 11:25:00,0.194,0.794,tp,14.72,66358,2026-05-22 11:35:00,1118.7
sell,4517.57,4526.045,4506.2699999999995,1.3200026307845483,3,66406,2026-05-22 15:35:00,0.357,0.611,sl,-11.19,66410,2026-05-22 15:55:00,1107.52
sell,4514.61,4521.0675,4506.0,1.715083557559393,1,66444,2026-05-22 18:45:00,0.652,0.305,sl,-11.08,66446,2026-05-22 18:55:00,1096.44
sell,4519.87,4525.970714285714,4511.7357142857145,1.7972322647342938,6,66446,2026-05-22 18:55:00,0.43,0.545,sl,-10.96,66453,2026-05-22 19:30:00,1085.48
buy,4561.51,4557.284285714286,4567.1442857142865,2.5687388717654933,15,66567,2026-05-25 07:00:00,0.448,0.549,sl,-10.85,66583,2026-05-25 08:20:00,1074.62
buy,4566.76,4560.373214285714,4575.2757142857145,1.682569208042333,12,66671,2026-05-25 15:40:00,0.398,0.58,sl,-10.75,66684,2026-05-25 16:45:00,1063.87
sell,4540.29,4544.629285714286,4534.504285714285,2.451727678678532,4,66814,2026-05-26 07:00:00,0.716,0.259,tp,14.18,66819,2026-05-26 07:25:00,1078.06
sell,4527.04,4537.347142857143,4513.297142857143,1.0459345523178605,1,66930,2026-05-26 16:40:00,0.312,0.594,tp,14.37,66932,2026-05-26 16:50:00,1092.43
sell,4515.58,4525.073928571429,4502.921428571428,1.150665718527786,20,66932,2026-05-26 16:50:00,0.411,0.51,tp,14.57,66953,2026-05-26 18:35:00,1107.0
sell,4379.85,4388.288571428572,4368.598571428572,1.311832941971361,10,67367,2026-05-28 09:05:00,0.403,0.593,sl,-11.07,67378,2026-05-28 10:00:00,1095.93
sell,4519.56,4525.848214285715,4511.175714285714,1.7428311958523113,6,67890,2026-06-01 08:40:00,0.543,0.402,tp,14.61,67897,2026-06-01 09:15:00,1110.54
sell,4499.97,4505.8435714285715,4492.138571428572,1.8907440056494444,2,67954,2026-06-01 14:00:00,0.382,0.579,sl,-11.11,67957,2026-06-01 14:15:00,1099.44
sell,4474.77,4481.723571428572,4465.498571428572,1.5811106398429302,2,68028,2026-06-01 20:10:00,0.614,0.353,sl,-10.99,68031,2026-06-01 20:25:00,1088.44
buy,4520.52,4513.953214285715,4529.2757142857145,1.6574961612098429,1,68239,2026-06-02 15:45:00,0.306,0.645,sl,-10.88,68241,2026-06-02 15:55:00,1077.56
sell,4438.72,4444.6375,4430.830000000001,1.8209679580544391,18,68559,2026-06-03 20:25:00,0.261,0.734,sl,-10.78,68578,2026-06-03 22:00:00,1066.78
buy,4468.04,4460.2175,4478.47,1.3637356488166428,8,68697,2026-06-04 09:55:00,0.274,0.704,sl,-10.67,68706,2026-06-04 10:40:00,1056.11
